Event ID,Date,Year,Month,Month Number,Week,Plant,Production Line,Machine ID,Machine Type,Shift,Operator ID,Technician,Downtime Category,Downtime Reason,Planned or Unplanned,Root Cause,Downtime Minutes,Downtime Hours,Repair Cost EURO,Cost per Minute,Production Units Lost,Product Type,Status,Resolution Time,Maintenance Type
DT-103872,2024-11-13,2024,November,11,46,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Afternoon (14:00-22:00),OP-1359,P. Kowalski,Electrical Failure,Control Panel Fault,Unplanned,Faulty relay,13.8,0.23,171.54,12.43,12,Automotive Component,Resolved,0.32,Corrective
DT-103873,2024-11-13,2024,November,11,46,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Morning (06:00-14:00),OP-1185,L. Fischer,Software/PLC Error,PLC Program Fault,Unplanned,Network latency,85.1,1.42,619.56,7.28,69,Consumer Electronics,Resolved,2.35,Corrective
DT-103874,2024-11-13,2024,November,11,46,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Afternoon (14:00-22:00),OP-1355,D. Muller,Software/PLC Error,HMI Communication Loss,Unplanned,Software bug,124.3,2.07,1926.29,15.5,177,Industrial Parts,Resolved,2.85,Corrective
DT-103875,2024-11-13,2024,November,11,46,Plant C - Katowice,Line 3,MC-7027,Assembly Robot,Morning (06:00-14:00),OP-1056,P. Kowalski,Material Shortage,Supplier Late Delivery,Unplanned,Supplier logistics delay,43.1,0.72,318.35,7.39,36,Packaging Materials,Pending,,N/A
DT-103876,2024-11-13,2024,November,11,46,Plant C - Katowice,Line 3,MC-3041,Injection Molding,Afternoon (14:00-22:00),OP-1063,A. Schmidt,Mechanical Failure,Hydraulic Leak,Unplanned,Lubrication failure,139.1,2.32,1877.44,13.5,208,Industrial Parts,Resolved,3.95,Corrective
DT-103877,2024-11-13,2024,November,11,46,Plant D - Bratislava,Line 2,MC-7141,Robotic Welder,Morning (06:00-14:00),OP-1113,F. Rousseau,Mechanical Failure,Bearing Failure,Unplanned,Lubrication failure,125.3,2.09,1512.15,12.07,130,Industrial Parts,Resolved,2.66,Corrective
DT-103883,2024-11-14,2024,November,11,46,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Night (22:00-06:00),OP-1265,R. Nagy,Preventive Maintenance,Filter Replacement,Planned,Scheduled maintenance plan (TPM calendar),169.1,2.82,852.57,5.04,138,Medical Device,Resolved,3.42,Predictive
DT-103882,2024-11-14,2024,November,11,46,Plant C - Katowice,Line 2,MC-9148,Injection Molding,Afternoon (14:00-22:00),OP-1395,A. Schmidt,Mechanical Failure,Bearing Failure,Unplanned,Lubrication failure,205.5,3.42,3058.13,14.88,346,Automotive Component,Resolved,5.89,Corrective
DT-103881,2024-11-14,2024,November,11,46,Plant C - Katowice,Line 2,MC-5166,Robotic Welder,Night (22:00-06:00),OP-1158,L. Fischer,Changeover,Recipe Changeover,Planned,Scheduled production changeover,90.6,1.51,1199.85,13.24,81,Packaging Materials,Resolved,2.63,N/A
DT-103879,2024-11-14,2024,November,11,46,Plant A - Stuttgart,Line 1,MC-2813,Packaging Unit,Afternoon (14:00-22:00),OP-1104,R. Nagy,Quality Inspection,In-Process Quality Hold,Planned,Random audit,33.1,0.55,70.26,2.12,38,Packaging Materials,Resolved,0.6,Preventive
DT-103878,2024-11-14,2024,November,11,46,Plant A - Stuttgart,Line 3,MC-8033,Painting Robot,Afternoon (14:00-22:00),OP-1300,A. Schmidt,Mechanical Failure,Bearing Failure,Unplanned,Misalignment,163.3,2.72,1817.22,11.13,99,Medical Device,In Progress,2.27,Corrective
DT-103880,2024-11-14,2024,November,11,46,Plant A - Stuttgart,Line 2,MC-8073,Packaging Unit,Night (22:00-06:00),OP-1303,N. Horvat,Utility Failure,Compressed Air Loss,Unplanned,Chiller malfunction,87.2,1.45,234.26,2.69,112,Industrial Parts,Resolved,2.01,Corrective
DT-103884,2024-11-15,2024,November,11,46,Plant B - Lyon,Line 2,MC-7304,Press Machine,Morning (06:00-14:00),OP-1386,N. Horvat,Preventive Maintenance,Scheduled Lubrication,Planned,Scheduled maintenance plan (TPM calendar),168.2,2.8,1260.46,7.49,159,Automotive Component,Resolved,3.01,Predictive
DT-103885,2024-11-15,2024,November,11,46,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Night (22:00-06:00),OP-1316,J. Dubois,Mechanical Failure,Motor Burnout,Unplanned,Misalignment,116.3,1.94,586.18,5.04,71,Automotive Component,Resolved,3.42,Emergency
DT-103886,2024-11-15,2024,November,11,46,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Afternoon (14:00-22:00),OP-1062,H. Zajac,Quality Inspection,In-Process Quality Hold,Planned,Dimensional deviation,97.5,1.62,789.04,8.09,93,Industrial Parts,Resolved,2.63,Preventive
DT-103887,2024-11-15,2024,November,11,46,Plant D - Bratislava,Line 1,MC-7909,Injection Molding,Morning (06:00-14:00),OP-1331,F. Rousseau,Mechanical Failure,Gearbox Malfunction,Unplanned,Misalignment,48.7,0.81,587.67,12.07,80,Packaging Materials,In Progress,0.71,Corrective
DT-103888,2024-11-15,2024,November,11,46,Plant C - Katowice,Line 1,MC-2388,Assembly Robot,Afternoon (14:00-22:00),OP-1373,L. Fischer,Preventive Maintenance,Filter Replacement,Planned,Scheduled maintenance plan (TPM calendar),48.1,0.8,463.55,9.64,40,Medical Device,Resolved,1.2,Predictive
DT-103889,2024-11-15,2024,November,11,46,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Afternoon (14:00-22:00),OP-1073,A. Schmidt,Electrical Failure,Sensor Fault,Unplanned,Voltage spike,141.9,2.37,1321.67,9.31,177,Industrial Parts,Resolved,2.92,Corrective
DT-103890,2024-11-15,2024,November,11,46,Plant D - Bratislava,Line 2,MC-3594,Painting Robot,Night (22:00-06:00),OP-1391,R. Nagy,Mechanical Failure,Belt Breakage,Unplanned,Fatigue crack,191.9,3.2,1800.67,9.38,103,Packaging Materials,Resolved,4.47,Emergency
DT-103891,2024-11-15,2024,November,11,46,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Morning (06:00-14:00),OP-1289,P. Kowalski,Material Shortage,Supplier Late Delivery,Unplanned,Inventory planning gap,186.4,3.11,2387.25,12.81,247,Consumer Electronics,Resolved,5.47,N/A
DT-103892,2024-11-15,2024,November,11,46,Plant D - Bratislava,Line 2,MC-2798,Press Machine,Afternoon (14:00-22:00),OP-1058,A. Schmidt,Mechanical Failure,Bearing Failure,Unplanned,Lubrication failure,135.4,2.26,731.56,5.4,121,Industrial Parts,Resolved,2.7,Emergency
DT-103899,2024-11-16,2024,November,11,46,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Afternoon (14:00-22:00),OP-1028,R. Nagy,Operator Error,Manual Stop,Unplanned,Procedure not followed,18.7,0.31,112.31,6.01,14,Industrial Parts,Resolved,0.31,N/A
DT-103901,2024-11-16,2024,November,11,46,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Afternoon (14:00-22:00),OP-1089,A. Schmidt,Electrical Failure,Power Supply Failure,Unplanned,Faulty relay,66.3,1.1,741.35,11.18,50,Automotive Component,Resolved,1.14,Emergency
DT-103902,2024-11-16,2024,November,11,46,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Night (22:00-06:00),OP-1110,E. Wagner,Mechanical Failure,Hydraulic Leak,Unplanned,Misalignment,227.2,3.79,2005.94,8.83,133,Automotive Component,Resolved,6.54,Emergency
DT-103898,2024-11-16,2024,November,11,46,Plant A - Stuttgart,Line 3,MC-4621,Packaging Unit,Night (22:00-06:00),OP-1151,R. Nagy,Quality Inspection,Calibration Check,Planned,Random audit,30.8,0.51,122.17,3.97,35,Industrial Parts,Pending,,Preventive
DT-103900,2024-11-16,2024,November,11,46,Plant B - Lyon,Line 2,MC-7304,Press Machine,Morning (06:00-14:00),OP-1224,S. Kaczmarek,Mechanical Failure,Belt Breakage,Unplanned,Fatigue crack,23.7,0.39,274.0,11.56,17,Industrial Parts,Resolved,0.61,Corrective
DT-103896,2024-11-16,2024,November,11,46,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Night (22:00-06:00),OP-1106,S. Kaczmarek,Material Shortage,Component Stockout,Unplanned,Inventory planning gap,110.9,1.85,690.33,6.22,93,Packaging Materials,Resolved,2.91,N/A
DT-103895,2024-11-16,2024,November,11,46,Plant A - Stuttgart,Line 2,MC-9779,Assembly Robot,Afternoon (14:00-22:00),OP-1065,L. Fischer,Utility Failure,Compressed Air Loss,Unplanned,Chiller malfunction,24.2,0.4,345.21,14.26,25,Automotive Component,In Progress,0.35,Emergency
DT-103894,2024-11-16,2024,November,11,46,Plant C - Katowice,Line 1,MC-7146,Packaging Unit,Afternoon (14:00-22:00),OP-1279,P. Kowalski,Utility Failure,Water Supply Interruption,Unplanned,Compressor failure,210.2,3.5,1091.38,5.19,214,Consumer Electronics,Resolved,4.44,Emergency
DT-103893,2024-11-16,2024,November,11,46,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Afternoon (14:00-22:00),OP-1050,F. Rousseau,Software/PLC Error,SCADA Timeout,Unplanned,Network latency,100.8,1.68,958.01,9.5,96,Automotive Component,Resolved,2.34,Corrective
DT-103897,2024-11-16,2024,November,11,46,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Afternoon (14:00-22:00),OP-1370,F. Rousseau,Software/PLC Error,PLC Program Fault,Unplanned,Network latency,24.9,0.41,192.29,7.72,42,Industrial Parts,Resolved,0.58,Corrective
DT-103903,2024-11-17,2024,November,11,46,Plant A - Stuttgart,Line 2,MC-9779,Assembly Robot,Morning (06:00-14:00),OP-1300,E. Wagner,Changeover,Tooling Changeover,Planned,Scheduled production changeover,111.3,1.85,950.74,8.54,82,Medical Device,Pending,,N/A
DT-103904,2024-11-17,2024,November,11,46,Plant A - Stuttgart,Line 1,MC-4896,Conveyor System,Afternoon (14:00-22:00),OP-1301,M. Novak,Operator Error,Incorrect Setup,Unplanned,Procedure not followed,50.4,0.84,336.08,6.67,20,Industrial Parts,Resolved,0.89,N/A
DT-103905,2024-11-17,2024,November,11,46,Plant B - Lyon,Line 2,MC-7304,Press Machine,Afternoon (14:00-22:00),OP-1359,L. Fischer,Mechanical Failure,Bearing Failure,Unplanned,Lubrication failure,100.6,1.68,582.91,5.79,85,Packaging Materials,Resolved,1.94,Corrective
DT-103906,2024-11-17,2024,November,11,46,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Morning (06:00-14:00),OP-1377,N. Horvat,Mechanical Failure,Gearbox Malfunction,Unplanned,Component wear beyond tolerance,78.0,1.3,870.3,11.16,71,Consumer Electronics,Resolved,1.82,Emergency
DT-103907,2024-11-17,2024,November,11,46,Plant D - Bratislava,Line 1,MC-6667,Press Machine,Afternoon (14:00-22:00),OP-1289,J. Dubois,Mechanical Failure,Belt Breakage,Unplanned,Component wear beyond tolerance,35.3,0.59,437.24,12.39,33,Medical Device,Resolved,0.64,Emergency
DT-103908,2024-11-17,2024,November,11,46,Plant A - Stuttgart,Line 3,MC-4621,Packaging Unit,Night (22:00-06:00),OP-1199,T. Weber,Electrical Failure,Power Supply Failure,Unplanned,Overheated component,81.6,1.36,275.05,3.37,109,Medical Device,Resolved,1.92,Corrective
DT-103909,2024-11-17,2024,November,11,46,Plant A - Stuttgart,Line 3,MC-5502,Conveyor System,Morning (06:00-14:00),OP-1043,J. Dubois,Mechanical Failure,Belt Breakage,Unplanned,Component wear beyond tolerance,162.5,2.71,596.26,3.67,69,Consumer Electronics,Resolved,3.48,Corrective
DT-103918,2024-11-18,2024,November,11,47,Plant C - Katowice,Line 3,MC-7027,Assembly Robot,Morning (06:00-14:00),OP-1010,D. Muller,Tooling Issue,Die Misalignment,Unplanned,Material hardness variance,194.3,3.24,2126.7,10.95,155,Automotive Component,Resolved,4.86,Corrective
DT-103917,2024-11-18,2024,November,11,47,Plant D - Bratislava,Line 1,MC-6667,Press Machine,Morning (06:00-14:00),OP-1159,R. Nagy,Quality Inspection,In-Process Quality Hold,Planned,Random audit,45.1,0.75,404.15,8.96,35,Automotive Component,Resolved,1.19,Preventive
DT-103915,2024-11-18,2024,November,11,47,Plant D - Bratislava,Line 2,MC-4486,Press Machine,Morning (06:00-14:00),OP-1326,P. Kowalski,Material Shortage,Supplier Late Delivery,Unplanned,Supplier logistics delay,107.5,1.79,570.62,5.31,92,Packaging Materials,Resolved,2.95,N/A
DT-103914,2024-11-18,2024,November,11,47,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Afternoon (14:00-22:00),OP-1395,P. Kowalski,Mechanical Failure,Hydraulic Leak,Unplanned,Component wear beyond tolerance,76.4,1.27,342.76,4.49,60,Medical Device,Pending,,Emergency
DT-103916,2024-11-18,2024,November,11,47,Plant D - Bratislava,Line 1,MC-6667,Press Machine,Morning (06:00-14:00),OP-1329,A. Schmidt,Electrical Failure,Power Supply Failure,Unplanned,Corroded contact,68.5,1.14,453.23,6.62,54,Consumer Electronics,In Progress,0.94,Emergency
DT-103912,2024-11-18,2024,November,11,47,Plant C - Katowice,Line 1,MC-1394,Conveyor System,Morning (06:00-14:00),OP-1280,K. Varga,Quality Inspection,In-Process Quality Hold,Planned,Random audit,49.0,0.82,305.51,6.23,23,Consumer Electronics,Resolved,1.05,Preventive
DT-103911,2024-11-18,2024,November,11,47,Plant C - Katowice,Line 2,MC-5166,Robotic Welder,Afternoon (14:00-22:00),OP-1278,K. Varga,Electrical Failure,Power Supply Failure,Unplanned,Faulty relay,160.1,2.67,2473.29,15.45,143,Automotive Component,In Progress,1.61,Emergency
DT-103910,2024-11-18,2024,November,11,47,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Morning (06:00-14:00),OP-1293,T. Weber,Electrical Failure,Sensor Fault,Unplanned,Corroded contact,178.5,2.98,1569.25,8.79,306,Consumer Electronics,In Progress,2.07,Emergency
DT-103913,2024-11-18,2024,November,11,47,Plant C - Katowice,Line 1,MC-5200,Injection Molding,Night (22:00-06:00),OP-1106,M. Novak,Mechanical Failure,Gearbox Malfunction,Unplanned,Lubrication failure,101.3,1.69,1056.23,10.43,132,Packaging Materials,Resolved,2.56,Corrective
DT-103919,2024-11-19,2024,November,11,47,Plant A - Stuttgart,Line 3,MC-5502,Conveyor System,Afternoon (14:00-22:00),OP-1365,F. Rousseau,Material Shortage,Raw Material Delay,Unplanned,Supplier logistics delay,229.9,3.83,2155.16,9.37,108,Automotive Component,Resolved,5.87,N/A
DT-103930,2024-11-20,2024,November,11,47,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Night (22:00-06:00),OP-1227,B. Klein,Electrical Failure,Control Panel Fault,Unplanned,Overheated component,45.8,0.76,545.26,11.91,37,Medical Device,Resolved,1.26,Corrective
DT-103929,2024-11-20,2024,November,11,47,Plant B - Lyon,Line 1,MC-1574,Painting Robot,Morning (06:00-14:00),OP-1073,N. Horvat,Mechanical Failure,Belt Breakage,Unplanned,Component wear beyond tolerance,21.1,0.35,285.36,13.52,14,Packaging Materials,Resolved,0.45,Corrective
DT-103928,2024-11-20,2024,November,11,47,Plant A - Stuttgart,Line 2,MC-9779,Assembly Robot,Night (22:00-06:00),OP-1127,M. Novak,Preventive Maintenance,Filter Replacement,Planned,Scheduled maintenance plan (TPM calendar),182.2,3.04,914.6,5.02,156,Industrial Parts,In Progress,1.22,Preventive
DT-103927,2024-11-20,2024,November,11,47,Plant D - Bratislava,Line 1,MC-7909,Injection Molding,Morning (06:00-14:00),OP-1141,P. Kowalski,Electrical Failure,Control Panel Fault,Unplanned,Faulty relay,200.9,3.35,2838.74,14.13,319,Medical Device,Resolved,5.23,Emergency
DT-103926,2024-11-20,2024,November,11,47,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Morning (06:00-14:00),OP-1362,R. Nagy,Quality Inspection,Calibration Check,Planned,Customer complaint follow-up,55.9,0.93,385.64,6.9,44,Medical Device,Resolved,1.41,Preventive
DT-103924,2024-11-20,2024,November,11,47,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Morning (06:00-14:00),OP-1114,A. Schmidt,Software/PLC Error,PLC Program Fault,Unplanned,Network latency,33.9,0.56,258.35,7.62,24,Medical Device,Pending,,Corrective
DT-103923,2024-11-20,2024,November,11,47,Plant D - Bratislava,Line 1,MC-6667,Press Machine,Night (22:00-06:00),OP-1249,P. Kowalski,Quality Inspection,In-Process Quality Hold,Planned,Random audit,109.2,1.82,534.83,4.9,87,Industrial Parts,Resolved,2.03,Preventive
DT-103922,2024-11-20,2024,November,11,47,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Morning (06:00-14:00),OP-1139,M. Novak,Mechanical Failure,Belt Breakage,Unplanned,Misalignment,125.3,2.09,799.01,6.38,84,Consumer Electronics,Resolved,2.93,Corrective
DT-103921,2024-11-20,2024,November,11,47,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Morning (06:00-14:00),OP-1063,N. Horvat,Electrical Failure,Power Supply Failure,Unplanned,Corroded contact,114.6,1.91,1277.25,11.15,78,Medical Device,Resolved,2.3,Corrective
DT-103920,2024-11-20,2024,November,11,47,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Afternoon (14:00-22:00),OP-1028,S. Kaczmarek,Operator Error,Safety Interlock Triggered,Unplanned,Distraction,19.1,0.32,140.33,7.35,14,Packaging Materials,Resolved,0.46,N/A
DT-103925,2024-11-20,2024,November,11,47,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Afternoon (14:00-22:00),OP-1076,D. Muller,Mechanical Failure,Hydraulic Leak,Unplanned,Lubrication failure,206.4,3.44,1981.22,9.6,164,Packaging Materials,Pending,,Corrective
DT-103937,2024-11-21,2024,November,11,47,Plant C - Katowice,Line 3,MC-3041,Injection Molding,Afternoon (14:00-22:00),OP-1373,H. Zajac,Changeover,Tooling Changeover,Planned,Scheduled production changeover,119.8,2.0,897.73,7.49,152,Consumer Electronics,In Progress,1.23,N/A
DT-103940,2024-11-21,2024,November,11,47,Plant A - Stuttgart,Line 3,MC-5502,Conveyor System,Afternoon (14:00-22:00),OP-1039,F. Rousseau,Material Shortage,Component Stockout,Unplanned,Inventory planning gap,164.5,2.74,1135.47,6.9,92,Automotive Component,Resolved,3.76,N/A
DT-103938,2024-11-21,2024,November,11,47,Plant C - Katowice,Line 2,MC-4697,Painting Robot,Afternoon (14:00-22:00),OP-1278,M. Novak,Utility Failure,Water Supply Interruption,Unplanned,Grid instability,146.2,2.44,1064.64,7.28,91,Medical Device,Resolved,4.11,Corrective
DT-103936,2024-11-21,2024,November,11,47,Plant D - Bratislava,Line 1,MC-1874,Packaging Unit,Night (22:00-06:00),OP-1026,H. Zajac,Changeover,Tooling Changeover,Planned,Scheduled production changeover,85.2,1.42,389.09,4.57,98,Medical Device,Resolved,2.41,N/A
DT-103939,2024-11-21,2024,November,11,47,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Night (22:00-06:00),OP-1300,T. Weber,Mechanical Failure,Belt Breakage,Unplanned,Fatigue crack,192.4,3.21,1177.72,6.12,166,Consumer Electronics,Resolved,4.91,Emergency
DT-103934,2024-11-21,2024,November,11,47,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Night (22:00-06:00),OP-1104,M. Novak,Preventive Maintenance,Calibration,Planned,Scheduled maintenance plan (TPM calendar),51.5,0.86,307.47,5.97,39,Consumer Electronics,Resolved,1.2,Predictive
DT-103931,2024-11-21,2024,November,11,47,Plant C - Katowice,Line 1,MC-7146,Packaging Unit,Morning (06:00-14:00),OP-1253,P. Kowalski,Changeover,Tooling Changeover,Planned,Scheduled production changeover,47.3,0.79,200.57,4.24,54,Consumer Electronics,Pending,,N/A
DT-103935,2024-11-21,2024,November,11,47,Plant D - Bratislava,Line 2,MC-7141,Robotic Welder,Morning (06:00-14:00),OP-1373,B. Klein,Mechanical Failure,Belt Breakage,Unplanned,Fatigue crack,240.5,4.01,2874.91,11.95,259,Consumer Electronics,Resolved,4.86,Emergency
DT-103933,2024-11-21,2024,November,11,47,Plant D - Bratislava,Line 2,MC-3594,Painting Robot,Morning (06:00-14:00),OP-1009,H. Zajac,Software/PLC Error,Firmware Crash,Unplanned,Unhandled exception,112.6,1.88,920.53,8.18,76,Automotive Component,Resolved,3.36,Corrective
DT-103932,2024-11-21,2024,November,11,47,Plant C - Katowice,Line 1,MC-1394,Conveyor System,Morning (06:00-14:00),OP-1245,E. Wagner,Preventive Maintenance,Scheduled Lubrication,Planned,Scheduled maintenance plan (TPM calendar),40.7,0.68,161.64,3.97,17,Packaging Materials,Pending,,Preventive
DT-103941,2024-11-22,2024,November,11,47,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Afternoon (14:00-22:00),OP-1331,H. Zajac,Mechanical Failure,Motor Burnout,Unplanned,Component wear beyond tolerance,139.1,2.32,1180.65,8.49,100,Packaging Materials,Resolved,2.62,Emergency
DT-103942,2024-11-22,2024,November,11,47,Plant B - Lyon,Line 2,MC-1611,Injection Molding,Morning (06:00-14:00),OP-1154,S. Kaczmarek,Changeover,Product Changeover,Planned,Scheduled production changeover,41.0,0.68,373.26,9.1,52,Packaging Materials,In Progress,0.33,N/A
DT-103943,2024-11-22,2024,November,11,47,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Night (22:00-06:00),OP-1374,L. Fischer,Electrical Failure,Sensor Fault,Unplanned,Corroded contact,94.5,1.57,577.88,6.12,90,Packaging Materials,Resolved,2.09,Corrective
DT-103944,2024-11-22,2024,November,11,47,Plant A - Stuttgart,Line 3,MC-4621,Packaging Unit,Afternoon (14:00-22:00),OP-1113,A. Schmidt,Tooling Issue,Die Misalignment,Unplanned,Material hardness variance,69.9,1.17,435.55,6.23,85,Medical Device,Resolved,1.42,Corrective
DT-103945,2024-11-23,2024,November,11,47,Plant A - Stuttgart,Line 3,MC-5908,Press Machine,Afternoon (14:00-22:00),OP-1308,L. Fischer,Operator Error,Incorrect Setup,Unplanned,Procedure not followed,59.1,0.98,354.62,6.0,45,Automotive Component,Resolved,1.67,N/A
DT-103946,2024-11-23,2024,November,11,47,Plant C - Katowice,Line 3,MC-3041,Injection Molding,Afternoon (14:00-22:00),OP-1139,E. Wagner,Preventive Maintenance,Scheduled Inspection,Planned,Scheduled maintenance plan (TPM calendar),105.1,1.75,607.84,5.78,171,Consumer Electronics,In Progress,1.51,Preventive
DT-103947,2024-11-23,2024,November,11,47,Plant C - Katowice,Line 3,MC-3041,Injection Molding,Morning (06:00-14:00),OP-1329,P. Kowalski,Mechanical Failure,Bearing Failure,Unplanned,Fatigue crack,145.8,2.43,1468.98,10.08,244,Industrial Parts,Pending,,Emergency
DT-103948,2024-11-23,2024,November,11,47,Plant C - Katowice,Line 1,MC-5200,Injection Molding,Morning (06:00-14:00),OP-1062,F. Rousseau,Quality Inspection,Calibration Check,Planned,Random audit,106.0,1.77,489.49,4.62,140,Packaging Materials,Resolved,2.89,Preventive
DT-103949,2024-11-23,2024,November,11,47,Plant A - Stuttgart,Line 1,MC-6890,Press Machine,Night (22:00-06:00),OP-1376,A. Schmidt,Preventive Maintenance,Filter Replacement,Planned,Scheduled maintenance plan (TPM calendar),164.6,2.74,1148.41,6.98,132,Industrial Parts,Pending,,Predictive
DT-103953,2024-11-24,2024,November,11,47,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Morning (06:00-14:00),OP-1035,T. Weber,Mechanical Failure,Gearbox Malfunction,Unplanned,Lubrication failure,88.9,1.48,634.07,7.13,66,Automotive Component,Resolved,2.18,Emergency
DT-103952,2024-11-24,2024,November,11,47,Plant D - Bratislava,Line 2,MC-2257,Packaging Unit,Afternoon (14:00-22:00),OP-1301,S. Kaczmarek,Preventive Maintenance,Filter Replacement,Planned,Scheduled maintenance plan (TPM calendar),129.1,2.15,499.41,3.87,171,Packaging Materials,Resolved,2.3,Preventive
DT-103954,2024-11-24,2024,November,11,47,Plant C - Katowice,Line 1,MC-5200,Injection Molding,Afternoon (14:00-22:00),OP-1203,L. Fischer,Electrical Failure,Control Panel Fault,Unplanned,Faulty relay,130.3,2.17,1167.49,8.96,186,Medical Device,Resolved,2.17,Corrective
DT-103950,2024-11-24,2024,November,11,47,Plant A - Stuttgart,Line 3,MC-5053,Conveyor System,Morning (06:00-14:00),OP-1351,R. Nagy,Preventive Maintenance,Calibration,Planned,Scheduled maintenance plan (TPM calendar),61.6,1.03,209.89,3.41,31,Automotive Component,Pending,,Predictive
DT-103951,2024-11-24,2024,November,11,47,Plant D - Bratislava,Line 2,MC-7141,Robotic Welder,Night (22:00-06:00),OP-1034,J. Dubois,Tooling Issue,Tool Wear,Unplanned,Incorrect feed rate,57.0,0.95,855.71,15.01,65,Medical Device,Pending,,Corrective
DT-103955,2024-11-25,2024,November,11,48,Plant A - Stuttgart,Line 3,MC-4621,Packaging Unit,Afternoon (14:00-22:00),OP-1154,J. Dubois,Mechanical Failure,Belt Breakage,Unplanned,Lubrication failure,187.4,3.12,1491.88,7.96,189,Automotive Component,Pending,,Corrective
DT-103956,2024-11-25,2024,November,11,48,Plant A - Stuttgart,Line 1,MC-2813,Packaging Unit,Night (22:00-06:00),OP-1395,P. Kowalski,Preventive Maintenance,Calibration,Planned,Scheduled maintenance plan (TPM calendar),134.9,2.25,491.74,3.65,149,Medical Device,Resolved,3.6,Preventive
DT-103957,2024-11-25,2024,November,11,48,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Morning (06:00-14:00),OP-1309,S. Kaczmarek,Electrical Failure,Wiring Short Circuit,Unplanned,Corroded contact,35.3,0.59,261.07,7.4,25,Automotive Component,Resolved,0.9,Corrective
DT-103958,2024-11-25,2024,November,11,48,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Morning (06:00-14:00),OP-1365,R. Nagy,Changeover,Tooling Changeover,Planned,Scheduled production changeover,40.1,0.67,400.2,9.98,25,Medical Device,Resolved,1.16,N/A
DT-103959,2024-11-26,2024,November,11,48,Plant D - Bratislava,Line 2,MC-1066,Press Machine,Afternoon (14:00-22:00),OP-1141,R. Nagy,Mechanical Failure,Bearing Failure,Unplanned,Misalignment,40.6,0.68,298.34,7.35,30,Automotive Component,Resolved,1.0,Corrective
DT-103960,2024-11-26,2024,November,11,48,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Morning (06:00-14:00),OP-1043,K. Varga,Software/PLC Error,Firmware Crash,Unplanned,Network latency,72.8,1.21,1241.26,17.05,61,Automotive Component,Resolved,1.72,Corrective
DT-103961,2024-11-26,2024,November,11,48,Plant C - Katowice,Line 1,MC-2388,Assembly Robot,Night (22:00-06:00),OP-1062,E. Wagner,Utility Failure,Cooling System Failure,Unplanned,Compressor failure,152.2,2.54,1860.75,12.23,140,Industrial Parts,In Progress,1.31,Emergency
DT-103962,2024-11-26,2024,November,11,48,Plant A - Stuttgart,Line 1,MC-2813,Packaging Unit,Morning (06:00-14:00),OP-1073,S. Kaczmarek,Software/PLC Error,SCADA Timeout,Unplanned,Software bug,15.7,0.26,75.06,4.78,16,Medical Device,Pending,,Corrective
DT-103963,2024-11-26,2024,November,11,48,Plant A - Stuttgart,Line 3,MC-5502,Conveyor System,Afternoon (14:00-22:00),OP-1034,R. Nagy,Software/PLC Error,SCADA Timeout,Unplanned,Software bug,43.5,0.72,225.38,5.18,18,Packaging Materials,Resolved,0.83,Corrective
DT-103964,2024-11-26,2024,November,11,48,Plant D - Bratislava,Line 2,MC-2798,Press Machine,Morning (06:00-14:00),OP-1112,F. Rousseau,Material Shortage,Component Stockout,Unplanned,Supplier logistics delay,106.0,1.77,990.16,9.34,89,Consumer Electronics,Resolved,3.15,N/A
DT-103965,2024-11-26,2024,November,11,48,Plant D - Bratislava,Line 1,MC-1874,Packaging Unit,Afternoon (14:00-22:00),OP-1106,P. Kowalski,Quality Inspection,In-Process Quality Hold,Planned,Dimensional deviation,44.5,0.74,128.83,2.9,57,Packaging Materials,Pending,,Preventive
